2017-07-11 14:28:51,347 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1e88b3c: startup date [Tue Jul 11 14:28:51 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 11:00:13,331 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:00:13,374 | INFO  | Recovery replayed 136 operations from the journal in 0.192 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:00:13,615 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-54671-1508464813426-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:00:13,751 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:00:13,752 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:00:13,760 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:00:13,760 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:00:13,767 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:00:13,767 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:00:13,774 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:00:13,774 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:00:14,417 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 11:00:14,420 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:00:14,421 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-54671-1508464813426-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:00:14,422 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:00:16,378 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 11:00:16,504 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 11:00:17,144 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 11:02:51,608 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 11:02:51 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 11:02:53,359 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 11:02:53,421 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:02:55,414 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:02:55,481 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:02:55,520 | INFO  | Recovery replayed 161 operations from the journal in 0.076 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:02:55,761 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-54725-1508464975596-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:02:55,905 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:02:55,906 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:02:55,916 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:02:55,916 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:02:55,923 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:02:55,923 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:02:55,930 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:02:55,931 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:02:56,457 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 11:02:56,461 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:02:56,462 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-54725-1508464975596-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:02:56,463 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:02:57,778 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 11:02:57,926 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 11:02:58,763 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 11:04:24,588 | WARN  | Transport Connection to: tcp://127.0.0.1:54736 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54736@61616
2017-10-20 11:10:14,505 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@685cb137: startup date [Fri Oct 20 11:10:14 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 11:10:16,611 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 11:10:16,687 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:10:18,702 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:10:18,795 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:10:18,831 | INFO  | Recovery replayed 179 operations from the journal in 0.098 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 11:10:19,057 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-54769-1508465418890-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:10:19,326 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:10:19,327 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:10:19,346 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:10:19,348 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:10:19,360 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:10:19,362 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:10:19,369 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 11:10:19,371 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:10:19,743 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 11:10:19,745 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 11:10:19,748 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-54769-1508465418890-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:10:19,750 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 11:10:20,976 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 11:10:21,122 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 11:10:21,570 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 14:10:35,334 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7cd62f43: startup date [Fri Oct 20 14:10:35 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 14:10:37,592 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 14:10:37,646 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:10:39,541 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:10:39,649 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:10:39,685 | INFO  | Recovery replayed 193 operations from the journal in 0.114 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:10:39,896 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57588-1508476239743-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:10:40,020 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:10:40,030 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:10:40,030 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:10:40,030 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:10:40,040 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:10:40,040 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:10:40,050 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:10:40,050 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:10:40,432 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 14:10:40,432 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:10:40,436 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57588-1508476239743-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:10:40,439 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:10:41,861 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 14:10:42,048 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 14:10:42,866 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 14:20:49,383 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7cd62f43: startup date [Fri Oct 20 14:20:49 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 14:20:51,248 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 14:20:51,298 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:20:52,890 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:20:52,980 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:20:53,035 | INFO  | Recovery replayed 225 operations from the journal in 0.114 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:20:53,232 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57678-1508476853082-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:20:53,322 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:20:53,332 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:20:53,333 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:20:53,333 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:20:53,335 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:20:53,337 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:20:53,343 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:20:53,345 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:20:53,686 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 14:20:53,696 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:20:53,696 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57678-1508476853082-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:20:53,697 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:20:54,724 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 14:20:54,856 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 14:20:55,345 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 14:21:10,804 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57678-1508476853082-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-28
2017-10-20 14:21:10,896 | WARN  | Failed to remove connection ConnectionInfo {commandId = 1, responseRequired = true, connectionId = ID:TAKIZAWA-PC-57674-1508476849361-1:1, clientId = ID:TAKIZAWA-PC-57674-1508476849361-0:1, clientIp = tcp://127.0.0.1:57677, userName = null, password = *****, brokerPath = null, brokerMasterConnector = false, manageable = true, clientMaster = true, faultTolerant = true, failoverReconnect = false} | org.apache.activemq.broker.TransportConnection.Service | ActiveMQ BrokerService[localhost] Task-2
java.lang.IllegalStateException: Timer already cancelled.
	at java.util.Timer.sched(Timer.java:397)
	at java.util.Timer.schedule(Timer.java:248)
	at org.apache.activemq.thread.Scheduler.schedualPeriodically(Scheduler.java:50)
	at org.apache.activemq.broker.region.Topic.start(Topic.java:558)
	at org.apache.activemq.broker.region.AbstractRegion.addDestination(AbstractRegion.java:141)
	at org.apache.activemq.broker.region.RegionBroker.addDestination(RegionBroker.java:321)
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:167)
	at org.apache.activemq.advisory.AdvisoryBroker.addDestination(AdvisoryBroker.java:186)
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:167)
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:167)
	at org.apache.activemq.broker.MutableBrokerFilter.addDestination(MutableBrokerFilter.java:172)
	at org.apache.activemq.broker.region.RegionBroker.send(RegionBroker.java:435)
	at org.apache.activemq.broker.jmx.ManagedRegionBroker.send(ManagedRegionBroker.java:297)
	at org.apache.activemq.advisory.AdvisoryBroker.fireAdvisory(AdvisoryBroker.java:600)
	at org.apache.activemq.advisory.AdvisoryBroker.fireAdvisory(AdvisoryBroker.java:531)
	at org.apache.activemq.advisory.AdvisoryBroker.fireAdvisory(AdvisoryBroker.java:526)
	at org.apache.activemq.advisory.AdvisoryBroker.removeConnection(AdvisoryBroker.java:259)
	at org.apache.activemq.broker.BrokerFilter.removeConnection(BrokerFilter.java:127)
	at org.apache.activemq.broker.TransactionBroker.removeConnection(TransactionBroker.java:350)
	at org.apache.activemq.broker.MutableBrokerFilter.removeConnection(MutableBrokerFilter.java:132)
	at org.apache.activemq.broker.TransportConnection.processRemoveConnection(TransportConnection.java:812)
	at org.apache.activemq.broker.TransportConnection.doStop(TransportConnection.java:1133)
	at org.apache.activemq.broker.TransportConnection$4.run(TransportConnection.java:1063)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:748)
2017-10-20 14:21:10,916 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-28
2017-10-20 14:21:10,917 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-28
2017-10-20 14:21:10,917 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-28
2017-10-20 14:21:10,917 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-28
2017-10-20 14:21:10,999 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-28
2017-10-20 14:21:11,019 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-28
2017-10-20 14:21:11,029 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-28
2017-10-20 14:21:11,029 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-28
2017-10-20 14:21:11,029 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-28
2017-10-20 14:21:11,489 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57678-1508476853082-0:1) uptime 20.221 seconds | org.apache.activemq.broker.BrokerService | Thread-28
2017-10-20 14:21:11,489 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57678-1508476853082-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-28
2017-10-20 14:21:11,489 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@7cd62f43: startup date [Fri Oct 20 14:20:49 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-28
2017-10-20 14:21:11,529 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-28
2017-10-20 14:21:56,137 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7cd62f43: startup date [Fri Oct 20 14:21:56 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 14:21:58,362 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-10-20 14:21:58,392 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:21:59,964 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:22:00,042 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:22:00,081 | INFO  | Recovery replayed 230 operations from the journal in 0.097 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-10-20 14:22:00,286 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57699-1508476920123-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:22:00,386 | INFO  | Listening for connections at: tcp://TAKIZAWA-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:22:00,396 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:22:00,397 | INFO  | Listening for connections at: amqp://TAKIZAWA-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:22:00,397 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:22:00,409 | INFO  | Listening for connections at: stomp://TAKIZAWA-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:22:00,412 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:22:00,419 | INFO  | Listening for connections at: mqtt://TAKIZAWA-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-10-20 14:22:00,421 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:22:00,741 | INFO  | Listening for connections at ws://TAKIZAWA-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-10-20 14:22:00,743 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-10-20 14:22:00,746 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57699-1508476920123-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:22:00,751 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-10-20 14:22:01,740 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2017-10-20 14:22:01,865 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-10-20 14:22:02,491 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-10-20 14:22:07,198 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57699-1508476920123-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2017-10-20 14:22:07,238 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-10-20 14:22:07,238 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-10-20 14:22:07,238 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-10-20 14:22:07,248 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-10-20 14:22:07,331 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-10-20 14:22:07,351 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2017-10-20 14:22:07,351 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2017-10-20 14:22:07,351 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2017-10-20 14:22:07,351 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2017-10-20 14:22:07,731 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57699-1508476920123-0:1) uptime 9.369 seconds | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2017-10-20 14:22:07,741 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:TAKIZAWA-PC-57699-1508476920123-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2017-10-20 14:22:07,741 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@7cd62f43: startup date [Fri Oct 20 14:21:56 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2017-10-20 14:22:07,761 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2017-10-20 14:44:42,711 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7cd62f43: startup date [Fri Oct 20 14:44:42 JST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-10-20 14:44:44,604 | INFO  | PListStore:[C:\truefalseServer\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
